feature,importance
20_R,0.1505044142402507
11_D,0.15026045618067213
22_d,0.15019729340920612
tfidf_46,0.15010285118408417
25_Y,0.1499531413543248
24_m,0.14989691233657246
13_missing,0.14978892895551163
28_Q,0.14937029424507603
8_x,0.14931645106570068
1_T,0.14921453946143248
4_q,0.14907395863689663
26_b,0.14903593478538033
27_P,0.14880859858738396
8_upper,0.14869944027570076
17_j,0.14854836620553796
6_N,0.14853402760083276
3_w,0.148326785391653
24_Y,0.14812352003279228
tfidf_9,0.14788376344101925
6_language failed,0.14776859561574243
6_Z,0.14765447387018027
6_x,0.1473602260871165
18_f,0.147171057231594
22_y,0.1471608441332683
15_s,0.14704146167377088
13_E,0.14662223619008413
8_m,0.146402199861785
17_l,0.14626935347246636
19_numbers,0.14613625333816677
25_w,0.14581521932613525
12_t,0.14558598829985428
17_F,0.1454908762456402
26_m,0.14546312636094272
1_S,0.14527537967919932
tfidf_85,0.14513870646542124
tfidf_7,0.14459373292552127
28_u,0.1440351582679461
28_t,0.14391755434410086
18_wrong input,0.1435534020078927
3_R,0.14329939009915124
tfidf_55,0.14298173511092183
tfidf_99,0.14298173511092183
tfidf_98,0.14298173511092183
15_U,0.14294751881708645
17_m,0.14286821450619047
7_Y,0.14283558792290002
21_b,0.14278119068651823
13_W,0.14274705366080834
28_W,0.14271677801586646
1_s,0.14213170297567013
5_R,0.1419780172339444
9_L,0.1419559726525681
11_upper,0.14191394294017617
25_g,0.1416645805768194
6_L,0.14134446513358753
5_X,0.14130709936872102
10_special,0.14116498629244148
10_upper,0.14116498629244148
8_length,0.1404279181198292
12_n,0.14042528536202464
5_K,0.140395914941066
13_M,0.13994174106297927
6_missing,0.13993052416376758
24_T,0.13988293033599758
7_X,0.13940913886006087
28_x,0.139232020974345
19_wrong input,0.13908315327370724
20_C,0.1390302506763337
11_F,0.13902787081496767
0_r,0.13898247285674156
24_E,0.13874776222781163
18_Y,0.1381999928947948
4_g,0.13801621617582885
22_a,0.13788433271272948
6_w,0.13786606810246704
2_O,0.13785656320164863
27_i,0.13769850477566437
7_D,0.137629282717694
12_q,0.13746765116539048
4_upper,0.13739926791058907
3_s,0.1371473668891104
tfidf_72,0.13666129172946742
22_V,0.13658548280359584
20_m,0.13651708579039934
24_W,0.13636498976117956
9_a,0.13635043541936534
5_S,0.13598673684854964
7_j,0.13583096886522397
26_e,0.13575919681567916
9_Y,0.1355623205786782
22_wrong input,0.13538941129319443
1_F,0.13536121101677534
7_e,0.13533547076089078
13_i,0.13525821431578086
7_q,0.13525277650569809
13_P,0.1351266243941975
26_C,0.13480307959406068
9_g,0.13461893740374414
17_missing,0.1344750996480653
4_P,0.13433986063754547
15_M,0.1342490934687318
7_J,0.1340755774350671
21_y,0.13358392066837274
25_T,0.1334796471004677
7_g,0.1334632729184958
9_V,0.13337115686423257
20_O,0.13329754427962276
28_B,0.13277698255722778
11_I,0.13213925675705152
0_I,0.13204094840356073
1_l,0.1319265496139196
5_k,0.1318893222354003
7_y,0.1314912053448456
24_U,0.13143161933889844
20_upper,0.13138985603422884
28_X,0.13133685316500607
1_v,0.13104034302592038
tfidf_40,0.13101886793953502
0_j,0.13091607551814405
5_w,0.13066287504588067
5_T,0.13055862457425024
8_n,0.13012166757186674
0_g,0.13010083219922697
6_v,0.1300108655940601
1_X,0.129712454896572
5_c,0.12966796687969298
17_language failed,0.12959970216954872
2_m,0.12933557059922132
28_V,0.1292528953021294
17_D,0.12887441542585915
26_f,0.12866918508456673
2_H,0.12840079427813855
21_t,0.12839408164323846
6_t,0.1283923342681109
1_U,0.12830363389869653
21_s,0.1279240164559617
5_t,0.12778919628582788
tfidf_75,0.12734012753125112
11_j,0.1272374037282379
12_D,0.12722921422746697
7_W,0.1271805176906669
10_language failed,0.12647697373957179
21_k,0.12610741413405882
18_F,0.12598340854101744
6_u,0.1257518862323656
8_missing,0.1256317797006076
15_v,0.12561242858276497
0_C,0.12535773146987012
4_U,0.12531283386788186
25_R,0.1252618863913319
18_R,0.1251768473259923
2_Q,0.12514489939932785
2_o,0.12488315969292987
27_H,0.12475122406799741
7_Q,0.12455148187583817
27_length,0.1245274411263161
20_r,0.12438902804152649
27_E,0.12424368075822184
13_j,0.12419488233084804
18_g,0.12409764009315338
1_m,0.12405501449408703
5_Y,0.1240185177275489
2_D,0.12373697526285346
27_K,0.12350584762226924
27_A,0.12343756925077379
15_C,0.12331560636058067
8_e,0.12330952025994506
11_Q,0.12330396659917325
22_B,0.12317170510860544
4_J,0.122961332924097
tfidf_58,0.12288117030808171
18_x,0.12275791074631472
tfidf_90,0.12265205338934107
6_C,0.12251810639600097
tfidf_52,0.12251115060238177
22_i,0.12232800610151859
25_h,0.12224974127644683
8_W,0.12223793260158448
7_N,0.12182414498752774
24_x,0.12164663610546254
26_J,0.1215582414938555
11_r,0.1215427043362106
26_upper,0.12154170769430118
2_language failed,0.12060153860177775
12_R,0.12055020803709617
13_F,0.12054544467269417
27_upper,0.12028445018750092
26_a,0.12027737890278555
8_words,0.11988810031449058
21_i,0.11986071991797313
11_language failed,0.11982853891804414
26_s,0.11982688967165142
24_B,0.11979226392525098
3_I,0.11915163291068848
25_length,0.11882742976902455
25_v,0.11864596296617291
23_n,0.11843677696753602
4_r,0.11831390185578532
5_F,0.11802840234603472
2_e,0.11777504412888866
1_w,0.11730951560896288
9_D,0.11716270752789744
2_q,0.11708446764102537
8_M,0.11681140065607673
3_H,0.1167082090523838
2_x,0.11653801261100968
16_upper,0.11634695995732601
15_j,0.11607968695081965
2_d,0.11594862807077913
11_Y,0.11534806724674507
23_T,0.11511990611938876
24_P,0.11505056034754588
15_wrong input,0.11491688396008823
5_I,0.11490202844103166
22_c,0.11489058472155446
17_q,0.11476867051339715
27_a,0.11444391373183552
tfidf_22,0.11439149600584951
23_f,0.11435388784925095
0_O,0.11380197412056584
tfidf_43,0.11330513367829982
26_length,0.11326641449721085
20_V,0.11318369123510101
12_f,0.11306955736852069
7_t,0.11290755678001185
1_y,0.1125070828786
7_Z,0.11236729777542284
6_e,0.11225573924774153
22_D,0.11176150871606252
25_missing,0.11174953322049513
21_length,0.1115444125769363
22_p,0.1115099612589535
13_u,0.11145269138836528
24_j,0.11104938592011554
23_M,0.1109634411124838
9_n,0.1106803350799719
13_Y,0.11061499213831708
23_G,0.11022283718393384
12_d,0.1100785061910495
7_missing,0.1093987628768814
23_q,0.1093617061506197
13_A,0.1093291378346472
21_language failed,0.10926789627468286
21_l,0.10912670838681111
26_d,0.1089638076744927
13_C,0.10890759989881758
15_N,0.10885401386357982
0_v,0.108465497642664
1_special,0.10817243245077343
26_M,0.10798934125049489
6_i,0.10791925364148777
6_H,0.10765238935992481
5_language failed,0.1069084148242897
15_t,0.10614857757802244
15_n,0.10613113857212818
8_special,0.10611904237121379
4_Y,0.10606755038319535
5_f,0.1056672663191039
9_r,0.1052271002177396
17_b,0.10515330943161412
13_s,0.10510934757279455
2_l,0.10496305330351749
12_j,0.10477421641938471
4_O,0.1047452584911432
18_Q,0.1047286789877258
28_special,0.10468090683746518
7_u,0.10457936350491243
19_words,0.10454761803172505
26_O,0.10440405313982824
6_O,0.10426401348130462
4_p,0.10398903998773223
26_n,0.10375182055374718
23_r,0.10371061041846412
17_B,0.1036620982114356
22_T,0.10364068010532472
24_special,0.10360664716865987
20_e,0.10353022229192875
1_q,0.10348251448798731
0_L,0.10345607125377944
0_A,0.10344049531845753
0_c,0.10337056808810387
21_a,0.10302713480631408
25_N,0.10296482077120903
23_m,0.10291510451791301
tfidf_21,0.10281360305101371
6_o,0.10275798809059147
9_Z,0.10239184181576812
21_X,0.10228835840445225
3_language failed,0.10227194818934127
26_special,0.10179701461478094
22_Q,0.10176044411686923
2_T,0.10162383046070628
25_r,0.10161330593713915
26_W,0.10151718553158558
28_N,0.10144748002500646
28_j,0.10063948296311628
15_Y,0.10037093002092155
6_q,0.10037079380505386
27_z,0.10028648775926347
23_K,0.10025833648685127
tfidf_95,0.09995671152015638
11_special,0.09976344524543826
27_D,0.09963429876343662
13_y,0.09959737891213016
18_K,0.09955351711676194
12_wrong input,0.09947361009580782
12_i,0.09919887890553425
9_upper,0.09905742871492645
27_v,0.09903857205540838
21_x,0.09890738542178373
20_l,0.0988935592226048
5_length,0.09881994404055565
23_J,0.09873033859262204
22_C,0.09867416672366454
4_length,0.09862529580525298
9_S,0.09841147363207836
5_C,0.09839166367463578
15_O,0.09805957764174529
17_I,0.09783733854032747
21_U,0.09773241188443797
18_w,0.09771410613795731
22_R,0.09725601662479724
15_F,0.09702294448655666
6_F,0.09684083004926304
11_f,0.09637442837127187
7_V,0.09629635908748646
0_z,0.09624194158549258
13_a,0.09622266690054115
9_special,0.09621266339427818
6_X,0.09599225562196735
12_g,0.09596660781430073
26_p,0.09592353203727016
23_E,0.09573775148742744
3_X,0.09547293141362434
12_J,0.09546375722987382
4_H,0.09544252312992754
tfidf_25,0.09544190124478934
24_words,0.09536692907438218
27_missing,0.09509606665941975
28_T,0.09508633544702459
17_y,0.09508224172035215
22_W,0.09495315902287689
18_E,0.09492659955387492
3_i,0.09490509367883425
20_K,0.09486739587215118
15_p,0.0947968932323761
9_B,0.09475288353258327
12_missing,0.0946622668737409
0_d,0.09457544562488449
20_b,0.09454101847343087
11_T,0.09445633271183873
13_r,0.09430905959187455
3_x,0.09414819993790434
12_z,0.09410189474044005
17_Y,0.09386687771641809
15_language failed,0.09332076599979937
11_p,0.093249007397862
20_v,0.09293977730744656
18_A,0.09292189030235187
3_A,0.09243243814532874
7_r,0.09239721302525557
4_Z,0.09232674000147638
3_n,0.09193414550169014
1_W,0.09193011294967335
15_G,0.09141997890577194
17_U,0.09132214446512742
7_R,0.09132084655644891
26_missing,0.09123084663951947
0_E,0.09108722604550173
22_upper,0.09107078407370095
3_h,0.09084124211461692
tfidf_53,0.09070966309178656
18_k,0.09069867251005403
21_V,0.09069643680144203
17_W,0.09044444146357292
27_U,0.09036181653796352
19_language failed,0.09030266256940196
22_special,0.08984905885825727
27_r,0.08968984097526045
15_upper,0.08956615324483823
17_e,0.08942984660965109
0_a,0.08923528069407204
22_w,0.08872059946370399
0_S,0.08818069380544785
9_C,0.08776254051727589
9_b,0.08744937643103827
25_t,0.08731569915925824
3_E,0.08716496951179215
6_G,0.08713966727610499
24_length,0.08700551577959258
0_H,0.08691136933883802
4_z,0.08690368797729867
27_Z,0.08684832318096793
6_b,0.08654764138560515
21_missing,0.08621298492462409
27_language failed,0.08612035837068531
tfidf_37,0.08604633469023147
20_F,0.08586087455843584
23_R,0.08583861846458657
28_c,0.08577150562804772
22_Y,0.08572871192431569
4_M,0.08552389722137398
13_J,0.08514268754906018
4_w,0.08514244411504365
23_x,0.08514158120720997
24_G,0.08501023205965179
23_N,0.08488960912789995
15_X,0.08455274518549157
15_z,0.08442982768722121
12_H,0.08441875094456852
23_O,0.08436183055048618
12_k,0.08426768523479922
22_G,0.0842361385771875
5_r,0.0838882462217559
26_Q,0.08388721035959318
23_y,0.0837189766605124
tfidf_61,0.08368729451549989
11_x,0.08342318116621103
26_N,0.08323402039140938
7_v,0.08316361309483179
7_O,0.08310644971184243
0_F,0.08307247010780336
14_special,0.08298595342952324
5_p,0.08297329200935692
9_c,0.08296854760116742
23_Z,0.0828903294431118
28_b,0.08275766338827925
4_s,0.08268518862447378
tfidf_6,0.08255641030546894
5_H,0.08251216778853876
4_k,0.08244691541792408
11_J,0.08237944674642919
13_d,0.08228054586996514
0_u,0.08210304301097476
3_upper,0.0818886539950169
0_words,0.08141651396063324
18_V,0.0814080379680439
25_Z,0.08108193295792407
15_L,0.08102413156905688
2_words,0.08097104471948066
5_L,0.08083321408641521
3_u,0.08036811106362844
18_language failed,0.08000222573770807
4_missing,0.07999151475789248
22_n,0.07993235371001828
20_n,0.07989012788145
12_e,0.0798271273848771
28_r,0.07968375179699153
21_E,0.07961846191740811
5_D,0.07946676942618922
18_u,0.07911642329920539
13_I,0.0790091455953204
4_D,0.07893187901817932
26_Z,0.07887485237664198
17_length,0.07854914492663098
13_n,0.07851241093476863
28_g,0.07846012326976969
9_k,0.0783083921437451
9_language failed,0.07814263039234294
24_c,0.07811222989169497
13_language failed,0.07809215798480688
8_b,0.07797561540942184
25_upper,0.07757815704546402
13_z,0.07747427066244804
26_g,0.07743648760207138
28_E,0.07715125027851155
17_w,0.07693442779506786
8_l,0.07677139300974271
7_i,0.07662563918855098
26_E,0.07661515601272896
4_words,0.07612353392592852
2_L,0.07603587754256928
7_I,0.07596248915420237
23_upper,0.07568587801840991
3_D,0.07566874596484158
23_g,0.07557865549616083
27_special,0.07550116836176618
17_f,0.075483135487243
15_x,0.07531768477137073
8_y,0.07521758198385253
4_Q,0.0751552045844578
21_F,0.07498557590407205
11_L,0.07496196969215167
13_f,0.07490200507533873
14_language failed,0.07488191917276986
11_X,0.0746688621279209
11_m,0.07464290411677957
24_X,0.07457873382492335
3_T,0.0745178534603816
1_j,0.07446012860742618
9_j,0.07418961108695434
12_length,0.07409603472778574
0_x,0.07397483718755318
tfidf_94,0.07394394064529596
6_M,0.07389606397245954
15_f,0.07380062211436372
18_D,0.07364380143531424
26_D,0.07334723637913508
23_z,0.0732734712056357
27_L,0.07320041649241718
1_missing,0.07318681251591228
2_s,0.07297752965378856
11_o,0.07279508737269663
0_Q,0.07262627454769265
3_V,0.07253837658198031
25_A,0.07239024813784276
3_words,0.072320889449754
12_O,0.07209755431294002
25_X,0.07186664764961595
11_y,0.07183850768599943
2_c,0.07170333547315766
22_H,0.07156461075199372
17_R,0.07150331369673302
5_l,0.07137161962192311
20_p,0.07135515321743884
tfidf_3,0.07132372490117032
20_B,0.07105068933756951
tfidf_84,0.07081157651015925
22_K,0.07075960065150853
7_language failed,0.07065350339710104
